Property_ID,City,Locality,Property_Type,BHK,Size_sqft,Year_Built,Property_Age,Furnishing_Status,Parking,Metro_Distance_km,School_Distance_km,Hospital_Distance_km,Location_Rating,Amenities_Score,Price
2993,Bengaluru,Electronic City,Builder Floor,3,1419,2026,0,Furnished,3,9.7,3.5,4.2,6,3,24667499
2994,Pune,Baner,Builder Floor,2,1330,2002,24,Unfurnished,1,11.7,5.6,4.5,6,6,15309675
2995,Pune,Baner,Apartment,4,2252,2002,24,Unfurnished,0,4.6,3.5,0.7,7,2,24589720
2996,Chandigarh,Sector 22,Apartment,5,2990,2002,24,Unfurnished,3,4.8,0.9,2.1,8,6,33606674
2997,Mumbai,Bandra,Builder Floor,2,1214,2016,10,Furnished,0,3.9,5.6,0.7,8,4,24358191
2998,Pune,Wakad,Apartment,4,2412,2004,22,Furnished,1,11.0,2.7,1.3,5,4,23691967
2999,Chandigarh,Sector 35,Apartment,3,1449,2022,4,Furnished,2,9.0,0.2,5.8,5,3,16338114
3000,Pune,Wakad,Villa,2,946,2005,21,Semi-Furnished,1,7.9,2.0,4.2,8,1,16653428
3001,Mumbai,Powai,Builder Floor,4,2612,2002,24,Unfurnished,2,11.4,5.0,0.8,4,6,36538805
3002,Delhi,Rohini,Builder Floor,2,1148,2018,8,Semi-Furnished,0,11.6,3.0,1.1,5,3,16904750
3003,Chandigarh,Sector 35,Penthouse,3,1899,1999,27,Semi-Furnished,1,10.2,5.1,3.5,5,3,27996287
3004,Mumbai,Powai,Builder Floor,2,1008,1998,28,Unfurnished,1,6.2,5.1,3.4,6,6,16500544
3005,Mumbai,Powai,Independent House,2,1364,2022,4,Furnished,1,6.3,5.8,5.1,7,1,24443121
3006,Bengaluru,Indiranagar,Builder Floor,3,1455,2022,4,Furnished,1,1.1,4.0,0.9,10,1,24666120
3007,Delhi,Rohini,Apartment,4,2476,2009,17,Unfurnished,0,8.1,5.2,4.7,5,5,32900421
3008,Pune,Baner,Apartment,2,1392,2013,13,Semi-Furnished,3,9.1,2.3,2.2,5,5,18728739
3009,Mumbai,Powai,Apartment,3,2064,2024,2,Unfurnished,2,10.7,3.1,1.8,4,2,31223783
3010,Bengaluru,Indiranagar,Apartment,3,1674,2010,16,Semi-Furnished,1,11.7,0.5,3.6,4,4,22040192
3011,Bengaluru,Whitefield,Independent House,2,1194,2021,5,Unfurnished,3,6.7,3.2,4.8,6,4,22897075
3012,Chandigarh,Sector 35,Apartment,3,2019,2008,18,Furnished,1,0.6,1.3,0.7,9,2,26937145
3013,Bengaluru,Electronic City,Penthouse,2,1278,1998,28,Semi-Furnished,0,10.6,3.5,4.4,4,5,26426512
3014,Delhi,Saket,Apartment,4,2056,2003,23,Unfurnished,2,0.7,2.8,2.2,10,2,33668578
3015,Chandigarh,Sector 35,Apartment,3,2100,2014,12,Unfurnished,0,7.6,1.5,1.3,8,1,26902394
3016,Delhi,Rohini,Apartment,3,1395,2021,5,Furnished,3,4.9,0.9,4.5,9,1,26093565
3017,Hyderabad,Gachibowli,Apartment,3,1767,2022,4,Unfurnished,2,8.9,1.1,3.2,5,1,21006057
3018,Delhi,Saket,Apartment,2,1102,2021,5,Semi-Furnished,3,0.8,2.6,5.0,9,3,23573239
3019,Mumbai,Bandra,Apartment,3,1566,1999,27,Semi-Furnished,1,1.7,1.6,2.9,9,5,26092846
3020,Pune,Baner,Apartment,3,1869,2008,18,Furnished,2,4.1,2.0,5.4,8,3,26085390
3021,Pune,Baner,Apartment,3,1893,2020,6,Unfurnished,3,3.2,1.4,5.2,9,1,26470216
3022,Hyderabad,Kondapur,Builder Floor,3,1887,2024,2,Unfurnished,2,2.6,1.1,4.6,10,5,33769487
3023,Mumbai,Bandra,Apartment,2,1024,1999,27,Furnished,0,2.9,1.0,3.5,8,1,19185112
3024,Delhi,Dwarka,Builder Floor,3,1659,2014,12,Furnished,0,11.8,0.7,4.3,5,2,22583718
3025,Bengaluru,Whitefield,Apartment,3,1482,2005,21,Unfurnished,2,3.8,2.7,0.4,10,2,25238784
3026,Delhi,Rohini,Apartment,2,1104,2002,24,Semi-Furnished,0,5.0,5.4,3.3,9,2,18112217
3027,Mumbai,Bandra,Builder Floor,3,1365,2012,14,Unfurnished,0,10.2,3.5,3.1,4,1,19200606
3028,Delhi,Saket,Penthouse,2,1334,2005,21,Unfurnished,0,5.1,0.8,1.2,8,2,34744011
3029,Bengaluru,Indiranagar,Apartment,1,672,2020,6,Furnished,3,2.9,4.8,1.8,8,1,15391135
3030,Pune,Baner,Apartment,2,1230,2004,22,Furnished,3,1.9,4.3,1.6,9,2,19128155
3031,Pune,Wakad,Apartment,3,1416,2003,23,Unfurnished,3,5.0,0.6,3.8,7,6,22128234
3032,Pune,Wakad,Builder Floor,2,1246,2002,24,Unfurnished,1,10.1,5.8,0.6,6,4,13267867
3033,Bengaluru,Indiranagar,Penthouse,4,2496,2023,3,Unfurnished,1,2.2,2.4,1.6,10,4,59311799
3034,Delhi,Rohini,Independent House,2,1238,2013,13,Furnished,0,10.0,4.3,4.7,4,3,15059891
3035,Chandigarh,Sector 17,Independent House,3,1518,2002,24,Semi-Furnished,3,3.5,1.4,4.2,10,6,27874312
3036,Delhi,Rohini,Independent House,4,2472,2013,13,Furnished,2,0.7,5.1,5.7,10,5,39506428
3037,Mumbai,Bandra,Independent House,2,1260,1999,27,Semi-Furnished,3,10.4,3.2,3.3,6,6,23018867
3038,Chandigarh,Sector 17,Apartment,2,942,2019,7,Unfurnished,3,7.7,2.7,5.6,7,5,15062032
3039,Pune,Wakad,Apartment,2,1388,2009,17,Furnished,0,2.3,2.4,3.0,10,5,25172597
3040,Delhi,Rohini,Independent House,4,1824,2026,0,Unfurnished,3,8.7,3.4,2.0,7,5,31628241
3041,Bengaluru,Electronic City,Apartment,2,1054,2004,22,Furnished,0,6.0,3.4,4.1,6,1,13595930
3042,Chandigarh,Sector 35,Apartment,4,2488,2023,3,Unfurnished,0,4.0,4.9,0.5,7,4,33219392
3043,Bengaluru,Whitefield,Apartment,5,3250,2003,23,Unfurnished,1,9.6,1.8,4.9,5,6,41940194
3044,Chandigarh,Sector 22,Apartment,3,1923,2005,21,Furnished,3,6.4,5.1,1.2,6,2,21507332
3045,Hyderabad,Gachibowli,Builder Floor,2,964,2010,16,Semi-Furnished,1,4.4,2.1,2.5,7,5,16933439
3046,Pune,Wakad,Builder Floor,2,1064,2010,16,Semi-Furnished,1,10.2,1.1,3.3,5,4,14005689
3047,Delhi,Saket,Apartment,5,3295,2018,8,Furnished,2,3.9,3.1,3.5,9,2,46315369
3048,Pune,Kothrud,Penthouse,1,663,2025,1,Unfurnished,2,4.1,3.3,4.5,7,3,17210225
3049,Chandigarh,Sector 35,Apartment,1,529,2014,12,Semi-Furnished,0,11.3,3.5,4.3,4,1,4592896
3050,Chandigarh,Sector 22,Villa,3,1614,2016,10,Unfurnished,0,0.5,5.1,1.1,10,3,31831845
3051,Delhi,Dwarka,Villa,4,1808,2007,19,Semi-Furnished,2,7.2,2.9,3.6,8,2,37268769
3052,Pune,Baner,Villa,4,2612,2024,2,Semi-Furnished,1,5.8,1.9,2.3,9,6,48918474
3053,Mumbai,Powai,Penthouse,5,3320,2022,4,Unfurnished,2,2.4,5.4,4.4,10,4,75852247
3054,Mumbai,Bandra,Builder Floor,4,2416,2023,3,Semi-Furnished,1,8.2,2.9,2.2,6,4,41865510
3055,Delhi,Dwarka,Apartment,2,1272,2025,1,Unfurnished,2,8.6,3.9,3.4,5,2,19347955
3056,Hyderabad,Gachibowli,Apartment,3,1932,2011,15,Semi-Furnished,1,7.3,3.1,2.5,6,3,25932180
3057,Delhi,Saket,Apartment,3,1800,2011,15,Semi-Furnished,0,2.5,2.3,5.6,10,3,31024119
3058,Pune,Baner,Villa,2,1244,2003,23,Semi-Furnished,2,11.7,2.6,3.7,6,5,20285712
3059,Pune,Kothrud,Apartment,2,1376,2008,18,Semi-Furnished,1,9.2,2.0,2.7,7,1,16620491
3060,Delhi,Rohini,Apartment,3,1665,2018,8,Unfurnished,3,5.5,4.4,1.0,8,3,26183655
3061,Chandigarh,Sector 35,Apartment,4,2768,2007,19,Unfurnished,1,7.5,0.3,1.3,6,1,28460927
3062,Bengaluru,Electronic City,Apartment,4,1972,2023,3,Semi-Furnished,2,6.5,3.3,5.3,8,2,31074435
3063,Pune,Baner,Apartment,3,1587,2020,6,Semi-Furnished,2,0.4,1.3,1.1,10,5,28347636
3064,Bengaluru,Whitefield,Apartment,2,956,2019,7,Semi-Furnished,3,11.0,3.0,2.7,6,4,15117674
3065,Bengaluru,Electronic City,Penthouse,2,1046,2010,16,Furnished,3,8.4,4.7,3.8,7,2,24639748
3066,Hyderabad,Gachibowli,Independent House,4,2340,2016,10,Furnished,2,1.8,4.2,1.9,10,3,35485750
3067,Delhi,Saket,Apartment,3,1401,2012,14,Unfurnished,1,6.0,3.5,2.7,6,5,22195418
3068,Mumbai,Andheri,Independent House,2,1202,2008,18,Unfurnished,2,0.6,5.4,3.6,9,5,27330754
3069,Mumbai,Andheri,Apartment,2,1028,2011,15,Semi-Furnished,3,4.1,3.5,1.1,7,4,19660468
3070,Mumbai,Powai,Apartment,3,1404,2019,7,Semi-Furnished,1,6.6,5.2,4.8,8,5,25994953
3071,Pune,Wakad,Apartment,2,1324,2016,10,Unfurnished,1,1.5,2.3,3.3,10,3,21629285
3072,Chandigarh,Sector 17,Penthouse,4,2468,2008,18,Semi-Furnished,1,1.8,5.5,0.7,9,4,47671394
3073,Chandigarh,Sector 17,Builder Floor,4,2284,2008,18,Unfurnished,0,11.9,4.5,1.0,5,5,23366167
3074,Mumbai,Bandra,Apartment,2,1384,2001,25,Furnished,2,5.3,3.9,5.5,9,1,20529470
3075,Bengaluru,Electronic City,Apartment,3,1494,2000,26,Furnished,0,9.0,5.6,4.7,5,6,17347817
3076,Pune,Kothrud,Penthouse,2,1186,2007,19,Unfurnished,3,10.1,2.8,5.1,4,2,21799852
3077,Delhi,Saket,Apartment,2,1322,2024,2,Furnished,0,2.4,5.8,2.9,9,4,25405366
3078,Mumbai,Powai,Apartment,3,1560,2024,2,Furnished,1,11.0,1.4,4.6,6,3,26962265
3079,Chandigarh,Sector 17,Builder Floor,2,1080,2006,20,Unfurnished,1,7.9,3.7,1.1,8,1,14038157
3080,Pune,Wakad,Apartment,3,1917,2022,4,Unfurnished,2,1.6,4.9,2.2,10,1,29590536
3081,Hyderabad,Gachibowli,Builder Floor,5,2935,2024,2,Semi-Furnished,1,5.1,2.3,2.0,7,1,37753083
3082,Bengaluru,Whitefield,Apartment,1,658,2022,4,Semi-Furnished,3,8.1,4.3,4.0,5,2,10592526
3083,Delhi,Saket,Apartment,4,2744,2020,6,Furnished,3,0.4,1.6,2.4,10,3,46196864
3084,Bengaluru,Indiranagar,Villa,4,2780,2001,25,Furnished,1,5.4,3.0,5.2,8,4,50214474
3085,Chandigarh,Sector 22,Apartment,3,1581,2022,4,Unfurnished,1,9.4,4.5,2.5,5,3,18753125
3086,Bengaluru,Indiranagar,Builder Floor,3,2010,2019,7,Furnished,1,4.3,2.4,3.7,8,4,32770772
3087,Chandigarh,Sector 35,Builder Floor,5,2545,1999,27,Furnished,3,10.8,4.3,1.3,6,6,30457617
3088,Bengaluru,Electronic City,Apartment,1,504,2020,6,Furnished,0,11.2,0.8,5.2,4,2,6612107
3089,Pune,Kothrud,Independent House,1,534,2008,18,Unfurnished,2,1.0,1.6,0.3,10,2,12690217
3090,Mumbai,Bandra,Penthouse,1,658,2002,24,Semi-Furnished,2,0.4,5.6,3.6,9,2,19198530
3091,Bengaluru,Whitefield,Apartment,4,2544,2001,25,Semi-Furnished,3,3.7,5.7,0.5,8,5,38041229
3092,Bengaluru,Indiranagar,Apartment,1,473,2019,7,Unfurnished,0,9.2,4.1,3.8,5,3,8530108
3093,Hyderabad,Madhapur,Builder Floor,1,676,2011,15,Unfurnished,3,10.8,1.5,1.6,6,1,9555773
3094,Bengaluru,Whitefield,Apartment,3,1530,2018,8,Furnished,1,5.6,5.3,2.5,7,6,26905355
3095,Delhi,Dwarka,Penthouse,2,972,2003,23,Furnished,0,10.9,5.1,2.2,5,1,16494974
3096,Bengaluru,Whitefield,Apartment,2,1116,2025,1,Unfurnished,1,10.3,4.6,1.3,4,5,17823670
3097,Delhi,Dwarka,Apartment,3,1917,2005,21,Furnished,1,10.0,4.1,3.1,6,6,25251199
3098,Hyderabad,Madhapur,Apartment,2,1248,2025,1,Semi-Furnished,1,10.0,2.5,3.2,4,3,15121427
3099,Hyderabad,Madhapur,Apartment,2,1350,2002,24,Furnished,2,4.1,2.3,5.5,7,5,18771845
3100,Pune,Kothrud,Apartment,3,1368,2025,1,Unfurnished,3,7.6,1.2,0.6,8,2,22023932
3101,Bengaluru,Whitefield,Independent House,2,1096,2006,20,Furnished,3,0.7,5.8,1.7,10,3,21761086
3102,Mumbai,Powai,Apartment,3,1776,2024,2,Unfurnished,2,2.1,0.7,4.8,10,5,36563038
3103,Delhi,Saket,Apartment,3,1482,2022,4,Furnished,3,6.3,3.2,0.9,6,4,23102142
3104,Chandigarh,Sector 35,Villa,4,1924,2007,19,Semi-Furnished,2,1.5,3.1,2.8,10,6,37002769
3105,Bengaluru,Whitefield,Apartment,2,922,2013,13,Furnished,0,9.6,3.0,4.5,5,5,13092292
3106,Chandigarh,Sector 35,Apartment,3,1800,2004,22,Unfurnished,0,3.8,4.1,3.0,9,1,22118499
3107,Bengaluru,Whitefield,Apartment,4,2200,2000,26,Unfurnished,3,6.7,2.9,4.7,8,1,26982638
3108,Bengaluru,Electronic City,Apartment,2,1150,2019,7,Unfurnished,1,8.9,2.1,1.8,7,3,17698758
3109,Bengaluru,Whitefield,Apartment,3,1950,2010,16,Furnished,3,11.3,3.7,0.4,4,4,23223044
3110,Chandigarh,Sector 35,Builder Floor,3,1569,2004,22,Unfurnished,2,12.0,2.8,3.7,4,2,16054135
3111,Delhi,Rohini,Apartment,2,1114,2018,8,Semi-Furnished,3,1.4,5.4,3.6,10,6,22291412
3112,Delhi,Rohini,Penthouse,4,2476,1998,28,Unfurnished,2,11.9,5.8,2.4,4,5,54227866
3113,Chandigarh,Sector 22,Apartment,3,1797,2000,26,Furnished,0,8.8,5.1,0.7,7,6,20372762
3114,Pune,Wakad,Independent House,2,1316,2009,17,Unfurnished,1,11.4,2.3,1.0,6,4,17802978
3115,Bengaluru,Indiranagar,Apartment,2,1232,2026,0,Unfurnished,3,5.9,5.9,4.9,9,3,19813456
3116,Chandigarh,Sector 22,Apartment,1,634,2004,22,Semi-Furnished,3,8.1,5.8,3.4,7,2,8733244
3117,Bengaluru,Indiranagar,Builder Floor,3,2067,2007,19,Furnished,3,7.6,5.5,1.8,8,5,32720044
3118,Mumbai,Powai,Independent House,5,2380,2008,18,Unfurnished,2,4.2,5.9,0.9,9,6,48235572
3119,Pune,Baner,Independent House,3,1539,2007,19,Semi-Furnished,2,9.4,5.7,2.5,7,4,20903914
3120,Hyderabad,Madhapur,Apartment,2,1122,2008,18,Furnished,0,6.3,1.6,2.4,7,6,18267034
3121,Bengaluru,Indiranagar,Independent House,3,2037,1998,28,Unfurnished,1,8.0,3.8,0.9,6,4,29687053
3122,Delhi,Saket,Apartment,1,627,2026,0,Unfurnished,0,1.8,0.6,1.9,10,1,17157369
3123,Bengaluru,Indiranagar,Apartment,2,1196,2010,16,Semi-Furnished,1,2.0,3.6,2.7,10,5,23286723
3124,Chandigarh,Sector 22,Apartment,5,3320,2007,19,Furnished,3,6.9,6.0,4.6,8,6,41169991
3125,Pune,Baner,Independent House,3,1368,1998,28,Furnished,1,9.3,5.5,4.8,7,6,17577937
3126,Pune,Kothrud,Builder Floor,5,2345,1998,28,Furnished,2,11.5,5.9,0.9,6,2,26887009
3127,Pune,Baner,Builder Floor,3,1428,2004,22,Furnished,2,1.1,4.0,0.3,10,4,25898624
3128,Pune,Baner,Apartment,2,986,2026,0,Semi-Furnished,1,0.8,2.3,1.9,9,1,19823103
3129,Bengaluru,Indiranagar,Villa,3,1950,2003,23,Unfurnished,1,6.0,4.5,1.2,6,2,34135635
3130,Mumbai,Andheri,Apartment,3,2022,2018,8,Furnished,1,4.7,3.6,1.4,7,6,34677010
3131,Pune,Kothrud,Builder Floor,2,1132,2018,8,Furnished,0,7.7,0.4,2.5,6,1,15198491
3132,Pune,Baner,Apartment,3,1410,2004,22,Furnished,3,1.4,1.7,4.8,10,2,22106423
3133,Delhi,Dwarka,Apartment,1,514,2025,1,Unfurnished,2,12.0,4.8,0.4,3,3,8009092
3134,Mumbai,Bandra,Independent House,2,1262,2023,3,Unfurnished,3,1.8,2.8,0.8,10,5,32519257
3135,Hyderabad,Kondapur,Apartment,2,1010,2002,24,Unfurnished,1,1.6,5.6,2.8,10,2,15931487
3136,Pune,Baner,Apartment,2,1050,2013,13,Unfurnished,2,2.8,3.2,1.0,8,5,20339298
3137,Mumbai,Powai,Builder Floor,3,2022,1999,27,Unfurnished,1,0.9,3.5,3.8,10,2,34264080
3138,Pune,Wakad,Apartment,1,499,2012,14,Furnished,1,1.5,0.4,2.9,10,4,14114474
3139,Bengaluru,Electronic City,Independent House,2,1184,2013,13,Semi-Furnished,0,7.4,5.2,5.3,7,4,21224924
3140,Bengaluru,Indiranagar,Apartment,4,2276,1999,27,Unfurnished,3,5.1,5.7,3.2,9,5,32446501
3141,Bengaluru,Electronic City,Builder Floor,2,1310,2014,12,Semi-Furnished,0,9.0,3.6,4.1,5,2,18130098
3142,Bengaluru,Electronic City,Apartment,4,1840,2010,16,Furnished,3,0.8,3.4,4.1,10,4,31556710
3143,Hyderabad,Madhapur,Apartment,2,1246,2014,12,Furnished,1,1.6,3.5,1.9,9,6,22230799
3144,Mumbai,Bandra,Independent House,2,1392,2026,0,Furnished,2,1.0,5.5,2.2,10,4,32064033
3145,Pune,Baner,Apartment,4,2040,2023,3,Unfurnished,1,2.0,1.0,1.7,8,4,29961641
3146,Mumbai,Powai,Apartment,1,578,2017,9,Furnished,3,3.2,1.3,1.7,10,2,16354843
3147,Chandigarh,Sector 35,Apartment,1,602,2025,1,Unfurnished,2,1.5,3.5,1.6,9,4,16505158
3148,Bengaluru,Electronic City,Apartment,2,1274,2016,10,Unfurnished,3,7.7,5.8,5.4,8,5,22193038
3149,Pune,Baner,Apartment,3,1887,2002,24,Semi-Furnished,3,3.6,0.3,0.4,10,4,28666185
3150,Bengaluru,Whitefield,Apartment,2,1100,2000,26,Semi-Furnished,3,9.4,3.8,4.9,7,6,18483176
3151,Hyderabad,Madhapur,Builder Floor,1,640,2023,3,Semi-Furnished,2,5.1,2.5,4.5,7,4,12618438
3152,Pune,Wakad,Villa,3,1524,2016,10,Furnished,1,1.0,3.6,5.4,10,4,32522496
3153,Mumbai,Powai,Apartment,3,1362,2002,24,Unfurnished,1,6.0,2.6,4.2,8,5,26554567
3154,Pune,Kothrud,Independent House,3,1590,2003,23,Furnished,0,4.7,0.3,1.4,9,5,24026243
3155,Bengaluru,Indiranagar,Independent House,3,2019,2001,25,Furnished,2,6.9,2.6,4.9,7,6,35883645
3156,Bengaluru,Indiranagar,Independent House,1,499,2015,11,Semi-Furnished,1,3.2,2.8,4.2,9,5,14010335
3157,Bengaluru,Electronic City,Apartment,4,1840,2023,3,Unfurnished,1,8.8,1.7,0.8,7,1,26374027
3158,Delhi,Saket,Apartment,2,1134,2014,12,Unfurnished,0,9.7,5.5,3.7,6,4,17260453
3159,Bengaluru,Indiranagar,Builder Floor,4,1812,2024,2,Furnished,2,7.6,2.0,3.5,6,2,27219518
3160,Bengaluru,Indiranagar,Builder Floor,1,530,2026,0,Furnished,3,9.9,5.2,4.0,6,1,9655480
3161,Pune,Kothrud,Independent House,3,1722,2018,8,Unfurnished,1,2.2,5.8,0.4,10,3,28871956
3162,Pune,Baner,Villa,3,1650,2016,10,Unfurnished,2,10.6,1.9,4.8,4,4,26177602
3163,Hyderabad,Gachibowli,Apartment,3,1515,2015,11,Furnished,1,4.5,1.9,0.6,7,6,24607567
3164,Mumbai,Powai,Independent House,1,586,2022,4,Furnished,3,1.9,4.7,2.7,9,4,17960119
3165,Delhi,Saket,Villa,2,1000,1999,27,Unfurnished,2,6.6,0.5,5.6,7,1,17870298
3166,Chandigarh,Sector 17,Apartment,3,1482,2023,3,Furnished,2,11.9,0.9,0.5,5,3,18773632
3167,Hyderabad,Kondapur,Builder Floor,2,1314,2005,21,Furnished,3,8.8,5.0,1.7,6,2,17513536
3168,Delhi,Rohini,Apartment,4,1940,2016,10,Semi-Furnished,3,2.2,2.6,4.3,9,6,34197681
3169,Delhi,Saket,Apartment,3,1884,2010,16,Unfurnished,3,0.9,3.7,0.5,9,3,32733906
3170,Mumbai,Bandra,Apartment,4,2256,2011,15,Furnished,0,4.0,2.7,5.0,8,3,33178487
3171,Bengaluru,Indiranagar,Builder Floor,4,1960,2012,14,Unfurnished,1,6.4,3.7,1.2,7,4,29033458
3172,Bengaluru,Indiranagar,Villa,3,1686,2005,21,Semi-Furnished,0,9.5,1.4,3.1,5,2,27550366
3173,Bengaluru,Whitefield,Apartment,4,2084,2005,21,Semi-Furnished,0,10.1,5.1,3.8,6,1,25941176
3174,Delhi,Dwarka,Apartment,2,1206,2021,5,Unfurnished,2,7.1,4.6,5.6,7,6,20280658
3175,Delhi,Saket,Independent House,1,526,2001,25,Furnished,2,4.4,3.9,1.1,7,4,12788166
3176,Mumbai,Andheri,Independent House,1,562,2019,7,Furnished,2,4.1,5.1,4.1,9,3,16320224
3177,Chandigarh,Sector 35,Apartment,3,1665,2020,6,Unfurnished,2,4.3,2.3,0.2,8,6,25431056
3178,Hyderabad,Kondapur,Villa,3,1929,2016,10,Semi-Furnished,0,4.2,1.6,5.2,7,5,36275597
3179,Mumbai,Andheri,Apartment,2,1372,2016,10,Furnished,0,9.1,4.5,1.9,5,1,20138914
3180,Mumbai,Powai,Independent House,3,1590,2019,7,Semi-Furnished,0,6.0,1.5,2.2,6,6,31226680
3181,Chandigarh,Sector 35,Apartment,3,1584,2002,24,Furnished,2,7.8,1.6,3.5,6,2,16886060
3182,Hyderabad,Madhapur,Apartment,2,1242,2013,13,Semi-Furnished,2,9.9,6.0,3.2,6,3,16152091
3183,Bengaluru,Electronic City,Builder Floor,2,1012,2021,5,Unfurnished,0,4.4,3.5,4.3,9,6,21051563
3184,Delhi,Dwarka,Apartment,3,1707,2020,6,Unfurnished,2,10.3,2.5,3.8,5,5,25933780
3185,Pune,Baner,Apartment,3,1626,2004,22,Furnished,0,1.8,5.0,3.5,10,6,24363137
3186,Hyderabad,Gachibowli,Independent House,5,2865,2007,19,Furnished,3,4.9,1.1,3.8,9,3,41883260
3187,Chandigarh,Sector 22,Builder Floor,2,994,2003,23,Furnished,3,6.9,4.0,3.6,7,5,15712486
3188,Hyderabad,Kondapur,Apartment,4,2348,2009,17,Furnished,1,9.8,3.7,1.7,7,5,28152691
3189,Delhi,Rohini,Villa,4,2468,2009,17,Semi-Furnished,1,2.4,4.9,3.1,9,2,49257814
3190,Chandigarh,Sector 35,Apartment,5,2740,2008,18,Furnished,3,4.9,4.7,2.3,8,5,33461909
3191,Bengaluru,Electronic City,Builder Floor,4,2028,2014,12,Furnished,1,5.8,4.9,0.6,8,6,32054869
3192,Chandigarh,Sector 22,Apartment,2,968,2014,12,Furnished,0,1.6,0.5,4.7,10,5,21421242
3193,Hyderabad,Gachibowli,Apartment,4,2356,2001,25,Furnished,0,6.8,2.2,3.9,6,3,28519598
3194,Delhi,Saket,Villa,2,926,2019,7,Semi-Furnished,3,3.9,0.7,4.5,9,3,24549292
3195,Hyderabad,Kondapur,Apartment,3,1737,2017,9,Unfurnished,0,2.3,3.4,1.0,9,6,26761837
3196,Hyderabad,Madhapur,Apartment,3,1926,2007,19,Unfurnished,0,12.0,1.7,5.6,4,6,21465919
3197,Delhi,Saket,Villa,3,1806,2010,16,Semi-Furnished,1,2.9,3.4,4.4,10,3,42017701
3198,Chandigarh,Sector 35,Apartment,2,1180,2007,19,Unfurnished,3,2.2,2.7,2.5,8,4,18359466
3199,Mumbai,Bandra,Builder Floor,4,2528,2004,22,Semi-Furnished,0,0.6,5.5,4.5,9,4,43671348
3200,Delhi,Rohini,Builder Floor,1,589,2013,13,Unfurnished,0,3.7,2.3,3.5,9,6,14308063
3201,Pune,Wakad,Builder Floor,3,1719,2007,19,Unfurnished,2,4.8,2.4,6.0,8,3,24081786
3202,Delhi,Dwarka,Apartment,5,2500,2019,7,Semi-Furnished,2,5.1,1.1,3.8,7,2,40374168
3203,Chandigarh,Sector 17,Apartment,2,1330,2002,24,Semi-Furnished,1,1.5,4.8,5.2,9,2,18475283
3204,Chandigarh,Sector 22,Apartment,3,2016,2003,23,Furnished,3,6.8,2.0,5.3,7,2,21975670
3205,Pune,Baner,Villa,3,2058,1999,27,Unfurnished,0,6.8,5.0,4.2,7,3,32666391
3206,Pune,Wakad,Independent House,2,1236,2026,0,Unfurnished,2,11.2,2.1,4.6,6,3,17512018
3207,Mumbai,Andheri,Apartment,4,2764,2005,21,Semi-Furnished,1,4.5,4.2,5.7,9,2,41197994
3208,Hyderabad,Madhapur,Apartment,5,2475,2010,16,Semi-Furnished,2,6.8,4.8,3.2,8,5,34558099
3209,Delhi,Saket,Apartment,2,1168,1998,28,Semi-Furnished,2,2.9,2.5,5.0,9,6,20982218
3210,Delhi,Rohini,Independent House,4,1804,1999,27,Unfurnished,2,3.2,2.7,1.5,8,6,37198087
3211,Delhi,Saket,Builder Floor,4,2328,2018,8,Unfurnished,1,8.2,3.8,3.1,7,6,36113997
3212,Bengaluru,Electronic City,Apartment,1,651,2010,16,Semi-Furnished,1,0.9,1.2,2.3,10,2,14413262
3213,Bengaluru,Electronic City,Villa,1,596,2020,6,Semi-Furnished,0,8.3,4.4,2.9,5,2,12966691
3214,Mumbai,Powai,Apartment,4,2500,1998,28,Furnished,1,5.9,4.8,4.3,9,1,37202138
3215,Hyderabad,Madhapur,Apartment,3,1458,2023,3,Semi-Furnished,2,1.2,3.1,4.6,9,1,24248487
3216,Hyderabad,Gachibowli,Apartment,3,1725,2000,26,Semi-Furnished,2,5.4,2.0,2.3,8,1,23055709
3217,Pune,Kothrud,Apartment,3,1689,2010,16,Unfurnished,2,5.4,5.9,1.8,8,5,24427097
3218,Mumbai,Powai,Apartment,4,2436,2026,0,Furnished,2,0.3,4.4,5.5,10,1,41501496
3219,Pune,Wakad,Apartment,2,942,2013,13,Semi-Furnished,1,4.2,0.5,2.5,9,4,18617979
3220,Pune,Baner,Builder Floor,4,2380,2017,9,Furnished,1,2.5,4.6,3.0,8,3,32683819
3221,Bengaluru,Electronic City,Apartment,4,2024,2025,1,Unfurnished,1,8.7,4.7,4.6,6,3,30235055
3222,Chandigarh,Sector 22,Independent House,1,464,2009,17,Semi-Furnished,1,11.2,3.9,3.6,4,5,6274391
3223,Delhi,Rohini,Builder Floor,4,2236,1999,27,Semi-Furnished,1,9.6,3.3,4.8,6,5,31050916
3224,Chandigarh,Sector 35,Apartment,3,1992,2010,16,Semi-Furnished,2,7.0,2.8,1.0,7,6,26457357
3225,Mumbai,Powai,Apartment,2,1022,2015,11,Unfurnished,2,1.1,2.6,2.0,10,4,24366746
3226,Hyderabad,Madhapur,Villa,2,920,2002,24,Unfurnished,1,8.7,3.1,2.7,6,6,17152708
3227,Delhi,Dwarka,Builder Floor,2,904,2026,0,Semi-Furnished,3,5.0,2.7,5.6,7,4,19916417
3228,Chandigarh,Sector 22,Apartment,3,1650,2011,15,Furnished,0,2.5,3.2,1.4,8,1,22179741
3229,Chandigarh,Sector 17,Apartment,3,1818,2010,16,Semi-Furnished,0,6.6,4.8,5.6,7,2,19916011
